Country_origen;Year;Quantity;Import;Type;Valor_euro
Serbia;2019;9000;Slovakia;Cacao en polvo;16449
Switzerland;2019;1;Slovakia;Cacao en polvo;8
Turkey;2019;136550;Slovakia;Cacao en polvo;278863
Austria;2019;4226;Slovakia;Otros productos con cacao;16739
Spain;2019;95;Slovakia;Otros productos con cacao;826
United States;2019;1;Slovakia;Otros productos con cacao;14
Poland;2019;85;Slovakia;Otros productos con cacao;1297
Czech Republic;2019;6274;Slovakia;Otros productos con cacao;1592
Germany;2019;93586;Slovakia;Otros productos con cacao;186456
Austria;2019;417;Slovakia;Otros productos con cacao;3191
Belgium;2019;20000;Slovakia;Otros productos con cacao;83961
Colombia;2019;56;Slovakia;Otros productos con cacao;870
Hungary;2019;24059;Slovakia;Otros productos con cacao;106567
Ireland;2019;180;Slovakia;Otros productos con cacao;70
Italy;2019;1423;Slovakia;Otros productos con cacao;10751
Netherlands;2019;27415;Slovakia;Otros productos con cacao;180680
Poland;2019;384;Slovakia;Otros productos con cacao;601
Czech Republic;2019;2857;Slovakia;Otros productos con cacao;8411
Germany;2019;31314;Slovakia;Otros productos con cacao;90871
Austria;2019;96095;Slovakia;Otros productos con cacao;200011
United States;2019;38;Slovakia;Otros productos con cacao;419
Greece;2019;77;Slovakia;Otros productos con cacao;188
Hungary;2019;193272;Slovakia;Otros productos con cacao;707932
Poland;2019;708;Slovakia;Otros productos con cacao;1672
Czech Republic;2019;45954;Slovakia;Otros productos con cacao;88035
Other;2019;1;Slovakia;Otros productos con cacao;11
Romania;2019;212290;Slovakia;Otros productos con cacao;889086
Austria;2019;720;Slovakia;Otros productos con cacao;3244
Poland;2019;36928;Slovakia;Otros productos con cacao;67311
Czech Republic;2019;999;Slovakia;Otros productos con cacao;220
Germany;2019;15696;Slovakia;Con contenido de Manteca de cacao;54496
Austria;2019;113;Slovakia;Con contenido de Manteca de cacao;559
Belgium;2019;791678;Slovakia;Con contenido de Manteca de cacao;2704100
Colombia;2019;5;Slovakia;Con contenido de Manteca de cacao;0
Spain;2019;4120;Slovakia;Con contenido de Manteca de cacao;17146
France;2019;816;Slovakia;Con contenido de Manteca de cacao;7472
Hungary;2019;47042;Slovakia;Con contenido de Manteca de cacao;140872
Italy;2019;36100;Slovakia;Con contenido de Manteca de cacao;141372
Poland;2019;277365;Slovakia;Con contenido de Manteca de cacao;788291
Czech Republic;2019;402444;Slovakia;Con contenido de Manteca de cacao;2494841
Turkey;2019;2;Slovakia;Con contenido de Manteca de cacao;1
Germany;2019;802;Slovakia;Con contenido de Manteca de cacao;2453
Austria;2019;1;Slovakia;Con contenido de Manteca de cacao;35
Belgium;2019;86168;Slovakia;Con contenido de Manteca de cacao;267317
Cyprus;2019;1;Slovakia;Con contenido de Manteca de cacao;26
Spain;2019;17914;Slovakia;Con contenido de Manteca de cacao;40283
Hungary;2019;6398;Slovakia;Con contenido de Manteca de cacao;17437
Italy;2019;2150;Slovakia;Con contenido de Manteca de cacao;8732
Netherlands;2019;1200;Slovakia;Con contenido de Manteca de cacao;3420
Poland;2019;19580;Slovakia;Con contenido de Manteca de cacao;61713
Czech Republic;2019;82162;Slovakia;Con contenido de Manteca de cacao;382141
Austria;2019;893;Slovakia;Con contenido de Manteca de cacao;5830
Belgium;2019;60;Slovakia;Con contenido de Manteca de cacao;364
Italy;2019;2266;Slovakia;Con contenido de Manteca de cacao;12609
Poland;2019;3922;Slovakia;Con contenido de Manteca de cacao;12938
United Kingdom;2019;221216;Slovakia;Con contenido de Manteca de cacao;537268
Czech Republic;2019;24926;Slovakia;Con contenido de Manteca de cacao;155283
Hungary;2019;165;Slovakia;Otros productos con cacao;786
Netherlands;2019;180;Slovakia;Otros productos con cacao;1774
Poland;2019;640;Slovakia;Otros productos con cacao;1280
Czech Republic;2019;628;Slovakia;Otros productos con cacao;2346
Sweden;2019;42000;Slovakia;Otros productos con cacao;164519
Germany;2019;3472;Slovakia;Otros productos con cacao;10932
Austria;2019;5403;Slovakia;Otros productos con cacao;9831
Belgium;2019;2265;Slovakia;Otros productos con cacao;14775
Spain;2019;20850;Slovakia;Otros productos con cacao;41129
United States;2019;229;Slovakia;Otros productos con cacao;1277
Hungary;2019;24730;Slovakia;Otros productos con cacao;44932
Netherlands;2019;44750;Slovakia;Otros productos con cacao;94575
Poland;2019;42017;Slovakia;Otros productos con cacao;85107
United Kingdom;2019;1;Slovakia;Otros productos con cacao;13
Czech Republic;2019;184786;Slovakia;Otros productos con cacao;331004
Sweden;2019;7000;Slovakia;Otros productos con cacao;30022
Germany;2019;55412;Slovakia;Otros productos con cacao;291972
Austria;2019;512314;Slovakia;Otros productos con cacao;721412
Belgium;2019;984;Slovakia;Otros productos con cacao;6698
Bulgaria;2019;625;Slovakia;Otros productos con cacao;716
Denmark;2019;1733;Slovakia;Otros productos con cacao;10722
Spain;2019;1980;Slovakia;Otros productos con cacao;2040
Hungary;2019;4002;Slovakia;Otros productos con cacao;60076
Italy;2019;72925;Slovakia;Otros productos con cacao;184941
Netherlands;2019;6296;Slovakia;Otros productos con cacao;59453
Poland;2019;316099;Slovakia;Otros productos con cacao;812063
United Kingdom;2019;834;Slovakia;Otros productos con cacao;3883
Czech Republic;2019;400842;Slovakia;Otros productos con cacao;1443609
Romania;2019;78046;Slovakia;Otros productos con cacao;180139
Sweden;2019;439880;Slovakia;Otros productos con cacao;1077787
Germany;2019;1449411;Slovakia;Chocolates o bombones;6484309
Austria;2019;333723;Slovakia;Chocolates o bombones;1125592
Belgium;2019;3792;Slovakia;Chocolates o bombones;27732
Bulgaria;2019;957484;Slovakia;Chocolates o bombones;3526173
Colombia;2019;30;Slovakia;Chocolates o bombones;578
Denmark;2019;4832;Slovakia;Chocolates o bombones;34598
Other;2019;709;Slovakia;Chocolates o bombones;120
Slovenia;2019;2999;Slovakia;Chocolates o bombones;29922
Spain;2019;219978;Slovakia;Chocolates o bombones;754854
United States;2019;17;Slovakia;Chocolates o bombones;610
Finland;2019;15933;Slovakia;Chocolates o bombones;7879
France;2019;10112;Slovakia;Chocolates o bombones;80294
Greece;2019;1298;Slovakia;Chocolates o bombones;6918
Hungary;2019;897098;Slovakia;Chocolates o bombones;3926662
Ireland;2019;4014;Slovakia;Chocolates o bombones;27815
Italy;2019;3903;Slovakia;Chocolates o bombones;11525
Latvia;2019;47712;Slovakia;Chocolates o bombones;345033
Lithuania;2019;3976;Slovakia;Chocolates o bombones;21979
Luxembourg;2019;2;Slovakia;Chocolates o bombones;49
Netherlands;2019;609886;Slovakia;Chocolates o bombones;1808685
Poland;2019;252650;Slovakia;Chocolates o bombones;1274729
United Kingdom;2019;4281;Slovakia;Chocolates o bombones;35575
Czech Republic;2019;10339033;Slovakia;Chocolates o bombones;41523489
Romania;2019;83016;Slovakia;Chocolates o bombones;639348
Serbia;2019;47471;Slovakia;Chocolates o bombones;120920
Other;2019;1;Slovakia;Chocolates o bombones;2
Sweden;2019;28704;Slovakia;Chocolates o bombones;124919
Switzerland;2019;278;Slovakia;Chocolates o bombones;5316
Germany;2019;1830724;Slovakia;Otros productos con cacao;7366969
Austria;2019;272506;Slovakia;Otros productos con cacao;902147
Belgium;2019;3043;Slovakia;Otros productos con cacao;18262
Bulgaria;2019;2851;Slovakia;Otros productos con cacao;12284
Croatia;2019;30596;Slovakia;Otros productos con cacao;125589
Denmark;2019;176;Slovakia;Otros productos con cacao;2108
United Arab Emirates;2019;11;Slovakia;Otros productos con cacao;162
Slovenia;2019;10175;Slovakia;Otros productos con cacao;54133
Spain;2019;156;Slovakia;Otros productos con cacao;3336
United States;2019;4;Slovakia;Otros productos con cacao;99
Finland;2019;1;Slovakia;Otros productos con cacao;22
France;2019;969;Slovakia;Otros productos con cacao;13861
Greece;2019;3;Slovakia;Otros productos con cacao;52
Hungary;2019;20819;Slovakia;Otros productos con cacao;265042
Ireland;2019;41;Slovakia;Otros productos con cacao;37
Italy;2019;2422;Slovakia;Otros productos con cacao;24292
Other;2019;2;Slovakia;Otros productos con cacao;4
Latvia;2019;7926;Slovakia;Otros productos con cacao;63462
Lithuania;2019;39725;Slovakia;Otros productos con cacao;38132
Luxembourg;2019;4;Slovakia;Otros productos con cacao;53
Other;2019;1;Slovakia;Otros productos con cacao;26
Netherlands;2019;3;Slovakia;Otros productos con cacao;86
Poland;2019;59449;Slovakia;Otros productos con cacao;294356
United Kingdom;2019;1488;Slovakia;Otros productos con cacao;9588
Czech Republic;2019;3199433;Slovakia;Otros productos con cacao;12185184
Romania;2019;32353;Slovakia;Otros productos con cacao;194947
Sweden;2019;140787;Slovakia;Otros productos con cacao;1223482
Switzerland;2019;944;Slovakia;Otros productos con cacao;8232
Turkey;2019;1;Slovakia;Otros productos con cacao;0
Germany;2019;2281180;Slovakia;Chocolates o bombones;9716400
Argentina;2019;1;Slovakia;Chocolates o bombones;10
Australia;2019;1;Slovakia;Chocolates o bombones;3
Austria;2019;189994;Slovakia;Chocolates o bombones;551946
Belgium;2019;124922;Slovakia;Chocolates o bombones;443832
Colombia;2019;346;Slovakia;Chocolates o bombones;5069
Croatia;2019;55391;Slovakia;Chocolates o bombones;155397
Denmark;2019;1062;Slovakia;Chocolates o bombones;12555
Ecuador;2019;1;Slovakia;Chocolates o bombones;325
United Arab Emirates;2019;1;Slovakia;Chocolates o bombones;4
Spain;2019;15085;Slovakia;Chocolates o bombones;124516
United States;2019;16;Slovakia;Chocolates o bombones;252
France;2019;2236;Slovakia;Chocolates o bombones;12601
Greece;2019;474;Slovakia;Chocolates o bombones;2743
Guatemala;2019;10;Slovakia;Chocolates o bombones;111
Hungary;2019;404423;Slovakia;Chocolates o bombones;1757601
India;2019;2;Slovakia;Chocolates o bombones;10
Ireland;2019;21521;Slovakia;Chocolates o bombones;216069
Israel;2019;1;Slovakia;Chocolates o bombones;5
Italy;2019;3545;Slovakia;Chocolates o bombones;29885
Latvia;2019;8711;Slovakia;Chocolates o bombones;68896
Lithuania;2019;63782;Slovakia;Chocolates o bombones;300716
Luxembourg;2019;222;Slovakia;Chocolates o bombones;1012
New Zealand;2019;1;Slovakia;Chocolates o bombones;8
Netherlands;2019;1280;Slovakia;Chocolates o bombones;12429
Peru;2019;100;Slovakia;Chocolates o bombones;1380
Poland;2019;80685;Slovakia;Chocolates o bombones;307670
United Kingdom;2019;1388;Slovakia;Chocolates o bombones;8066
Czech Republic;2019;3940187;Slovakia;Chocolates o bombones;20729261
Romania;2019;481812;Slovakia;Chocolates o bombones;2338459
Serbia;2019;92;Slovakia;Chocolates o bombones;338
Other;2019;1;Slovakia;Chocolates o bombones;3
Sweden;2019;6595;Slovakia;Chocolates o bombones;37129
Switzerland;2019;6551;Slovakia;Chocolates o bombones;57838
Turkey;2019;5163;Slovakia;Chocolates o bombones;66305
Ukraine;2019;24;Slovakia;Chocolates o bombones;18
Germany;2019;306677;Slovakia;Otros productos con cacao;1624632
Austria;2019;23622;Slovakia;Otros productos con cacao;148639
Belgium;2019;3180;Slovakia;Otros productos con cacao;62214
Bulgaria;2019;6;Slovakia;Otros productos con cacao;88
Croatia;2019;10;Slovakia;Otros productos con cacao;172
Denmark;2019;15846;Slovakia;Otros productos con cacao;189542
Slovenia;2019;4;Slovakia;Otros productos con cacao;114
Spain;2019;16;Slovakia;Otros productos con cacao;279
Finland;2019;4;Slovakia;Otros productos con cacao;63
France;2019;2181;Slovakia;Otros productos con cacao;41641
Greece;2019;3;Slovakia;Otros productos con cacao;61
Hungary;2019;6019;Slovakia;Otros productos con cacao;63002
Ireland;2019;13429;Slovakia;Otros productos con cacao;199985
Italy;2019;183;Slovakia;Otros productos con cacao;2337
Latvia;2019;954;Slovakia;Otros productos con cacao;3880
Lithuania;2019;4521;Slovakia;Otros productos con cacao;27613
Luxembourg;2019;10;Slovakia;Otros productos con cacao;159
Netherlands;2019;128;Slovakia;Otros productos con cacao;1618
Poland;2019;56731;Slovakia;Otros productos con cacao;450158
Portugal;2019;6;Slovakia;Otros productos con cacao;103
United Kingdom;2019;4862;Slovakia;Otros productos con cacao;38230
Czech Republic;2019;65312;Slovakia;Otros productos con cacao;758639
Romania;2019;15;Slovakia;Otros productos con cacao;320
Sweden;2019;9;Slovakia;Otros productos con cacao;153
Ukraine;2019;403;Slovakia;Otros productos con cacao;2810
Other;2019;2;Slovakia;Otros productos con cacao;50
Germany;2019;1583418;Slovakia;Chocolates o bombones;9704304
Other;2019;17;Slovakia;Chocolates o bombones;70
Austria;2019;813247;Slovakia;Chocolates o bombones;3408270
Belgium;2019;217995;Slovakia;Chocolates o bombones;1167320
Bulgaria;2019;24093;Slovakia;Chocolates o bombones;105045
Cyprus;2019;1;Slovakia;Chocolates o bombones;8
Denmark;2019;1193;Slovakia;Chocolates o bombones;12248
Slovenia;2019;1;Slovakia;Chocolates o bombones;15
Spain;2019;486;Slovakia;Chocolates o bombones;7982
Finland;2019;37133;Slovakia;Chocolates o bombones;43660
France;2019;12111;Slovakia;Chocolates o bombones;109907
Greece;2019;1;Slovakia;Chocolates o bombones;26
Hungary;2019;240602;Slovakia;Chocolates o bombones;1714539
Ireland;2019;3;Slovakia;Chocolates o bombones;59
Italy;2019;20029;Slovakia;Chocolates o bombones;270005
Japan;2019;1;Slovakia;Chocolates o bombones;0
Latvia;2019;15765;Slovakia;Chocolates o bombones;129629
Lithuania;2019;21435;Slovakia;Chocolates o bombones;115368
Luxembourg;2019;1;Slovakia;Chocolates o bombones;12
Macedonia;2019;31680;Slovakia;Chocolates o bombones;120450
Netherlands;2019;7651;Slovakia;Chocolates o bombones;39413
Poland;2019;125647;Slovakia;Chocolates o bombones;827197
United Kingdom;2019;35418;Slovakia;Chocolates o bombones;200544
Czech Republic;2019;1447272;Slovakia;Chocolates o bombones;9670883
Romania;2019;3;Slovakia;Chocolates o bombones;55
Russia;2019;1;Slovakia;Chocolates o bombones;21
Sweden;2019;25763;Slovakia;Chocolates o bombones;121564
Switzerland;2019;196;Slovakia;Chocolates o bombones;6374
Turkey;2019;5325;Slovakia;Chocolates o bombones;89936
Ukraine;2019;87067;Slovakia;Chocolates o bombones;237892
Germany;2019;431329;Slovakia;Chocolates o bombones;3131866
Austria;2019;333223;Slovakia;Chocolates o bombones;1346230
Belgium;2019;34679;Slovakia;Chocolates o bombones;227947
Bulgaria;2019;651654;Slovakia;Chocolates o bombones;3709705
Cyprus;2019;386;Slovakia;Chocolates o bombones;4702
Croatia;2019;635;Slovakia;Chocolates o bombones;2064
Denmark;2019;379;Slovakia;Chocolates o bombones;6066
Spain;2019;2438;Slovakia;Chocolates o bombones;41114
France;2019;97872;Slovakia;Chocolates o bombones;637645
Hungary;2019;577029;Slovakia;Chocolates o bombones;2270967
Ireland;2019;80;Slovakia;Chocolates o bombones;132
Italy;2019;14442;Slovakia;Chocolates o bombones;79818
Other;2019;10;Slovakia;Chocolates o bombones;8
Latvia;2019;27413;Slovakia;Chocolates o bombones;158489
Lithuania;2019;148;Slovakia;Chocolates o bombones;828
Netherlands;2019;13700;Slovakia;Chocolates o bombones;102264
Poland;2019;240823;Slovakia;Chocolates o bombones;922550
United Kingdom;2019;17132;Slovakia;Chocolates o bombones;166523
Czech Republic;2019;2224198;Slovakia;Chocolates o bombones;14792310
Romania;2019;276671;Slovakia;Chocolates o bombones;2006490
Serbia;2019;1028;Slovakia;Chocolates o bombones;19151
Sweden;2019;32970;Slovakia;Chocolates o bombones;87674
Switzerland;2019;12;Slovakia;Chocolates o bombones;141
Turkey;2019;112595;Slovakia;Chocolates o bombones;347722
Ukraine;2019;5176;Slovakia;Chocolates o bombones;37302
Germany;2019;744068;Slovakia;Chocolates o bombones;3640559
Austria;2019;142110;Slovakia;Chocolates o bombones;575591
Belgium;2019;132586;Slovakia;Chocolates o bombones;1017189
Other;2019;1;Slovakia;Chocolates o bombones;3
Colombia;2019;200;Slovakia;Chocolates o bombones;2879
Denmark;2019;4184;Slovakia;Chocolates o bombones;36616
Spain;2019;44792;Slovakia;Chocolates o bombones;232476
United States;2019;14;Slovakia;Chocolates o bombones;2779
France;2019;99428;Slovakia;Chocolates o bombones;446327
Greece;2019;1710;Slovakia;Chocolates o bombones;6327
Hungary;2019;212390;Slovakia;Chocolates o bombones;1524524
Israel;2019;1;Slovakia;Chocolates o bombones;17
Italy;2019;55651;Slovakia;Chocolates o bombones;242824
Japan;2019;3;Slovakia;Chocolates o bombones;19
Latvia;2019;783;Slovakia;Chocolates o bombones;6737
Lithuania;2019;15;Slovakia;Chocolates o bombones;380
Luxembourg;2019;1;Slovakia;Chocolates o bombones;29
Netherlands;2019;9280;Slovakia;Chocolates o bombones;34504
Peru;2019;5;Slovakia;Chocolates o bombones;10
Poland;2019;3941979;Slovakia;Chocolates o bombones;11486627
United Kingdom;2019;80493;Slovakia;Chocolates o bombones;406031
Czech Republic;2019;1178450;Slovakia;Chocolates o bombones;8651178
Romania;2019;10542;Slovakia;Chocolates o bombones;74721
Sweden;2019;820;Slovakia;Chocolates o bombones;5696
Switzerland;2019;25;Slovakia;Chocolates o bombones;212
Turkey;2019;11104;Slovakia;Chocolates o bombones;43316
Germany;2019;182923;Slovakia;Otros productos con cacao;664905
Australia;2019;1;Slovakia;Otros productos con cacao;31
Austria;2019;8148;Slovakia;Otros productos con cacao;28106
Bulgaria;2019;1462;Slovakia;Otros productos con cacao;9128
Denmark;2019;121;Slovakia;Otros productos con cacao;1071
Spain;2019;17533;Slovakia;Otros productos con cacao;32923
France;2019;3818;Slovakia;Otros productos con cacao;14435
Hungary;2019;67996;Slovakia;Otros productos con cacao;416286
Ireland;2019;81;Slovakia;Otros productos con cacao;130
Italy;2019;62;Slovakia;Otros productos con cacao;251
Netherlands;2019;125486;Slovakia;Otros productos con cacao;514994
Poland;2019;749550;Slovakia;Otros productos con cacao;2404991
United Kingdom;2019;4791;Slovakia;Otros productos con cacao;68445
Czech Republic;2019;702622;Slovakia;Otros productos con cacao;3132086
Sweden;2019;438;Slovakia;Otros productos con cacao;1885
Ukraine;2019;1200;Slovakia;Otros productos con cacao;3027
Germany;2019;904118;Slovakia;Otros productos con cacao;2197014
Austria;2019;29202;Slovakia;Otros productos con cacao;118985
Belgium;2019;14;Slovakia;Otros productos con cacao;171
Croatia;2019;11122;Slovakia;Otros productos con cacao;49284
Denmark;2019;10;Slovakia;Otros productos con cacao;89
Slovenia;2019;2;Slovakia;Otros productos con cacao;30
Spain;2019;2;Slovakia;Otros productos con cacao;18
Finland;2019;3;Slovakia;Otros productos con cacao;35
France;2019;316;Slovakia;Otros productos con cacao;3330
Greece;2019;1;Slovakia;Otros productos con cacao;24
Hungary;2019;100443;Slovakia;Otros productos con cacao;271663
Ireland;2019;120;Slovakia;Otros productos con cacao;83
Israel;2019;384;Slovakia;Otros productos con cacao;2154
Italy;2019;48571;Slovakia;Otros productos con cacao;165918
Luxembourg;2019;12;Slovakia;Otros productos con cacao;94
Netherlands;2019;5;Slovakia;Otros productos con cacao;110
Poland;2019;6437;Slovakia;Otros productos con cacao;13930
United Kingdom;2019;84;Slovakia;Otros productos con cacao;2812
Czech Republic;2019;944655;Slovakia;Otros productos con cacao;3392804
Romania;2019;90129;Slovakia;Otros productos con cacao;183195
Serbia;2019;2883;Slovakia;Otros productos con cacao;6224
Sweden;2019;4089;Slovakia;Otros productos con cacao;27189
Switzerland;2019;547;Slovakia;Otros productos con cacao;3188
Turkey;2019;1584;Slovakia;Otros productos con cacao;4324
Germany;2019;227167;Slovakia;Otros productos con cacao;663040
Austria;2019;2449;Slovakia;Otros productos con cacao;21762
Belgium;2019;77317;Slovakia;Otros productos con cacao;141884
Cyprus;2019;2;Slovakia;Otros productos con cacao;33
Croatia;2019;1;Slovakia;Otros productos con cacao;10
Denmark;2019;82;Slovakia;Otros productos con cacao;1190
Slovenia;2019;2;Slovakia;Otros productos con cacao;45
Spain;2019;14781;Slovakia;Otros productos con cacao;94947
France;2019;3024;Slovakia;Otros productos con cacao;23295
Greece;2019;2;Slovakia;Otros productos con cacao;29
Hungary;2019;1461958;Slovakia;Otros productos con cacao;2365868
Ireland;2019;7853;Slovakia;Otros productos con cacao;93540
Italy;2019;7178;Slovakia;Otros productos con cacao;51929
Latvia;2019;2;Slovakia;Otros productos con cacao;28
Luxembourg;2019;8;Slovakia;Otros productos con cacao;92
Other;2019;1;Slovakia;Otros productos con cacao;52
Netherlands;2019;121510;Slovakia;Otros productos con cacao;647796
Poland;2019;206119;Slovakia;Otros productos con cacao;344262
Portugal;2019;1;Slovakia;Otros productos con cacao;13
United Kingdom;2019;28;Slovakia;Otros productos con cacao;367
Czech Republic;2019;435662;Slovakia;Otros productos con cacao;1393377
Romania;2019;6;Slovakia;Otros productos con cacao;92
Sweden;2019;55;Slovakia;Otros productos con cacao;884
Switzerland;2019;238;Slovakia;Otros productos con cacao;1817
Germany;2019;46867;Slovakia;Otros productos con cacao;239572
Australia;2019;1;Slovakia;Otros productos con cacao;9
Austria;2019;6285;Slovakia;Otros productos con cacao;37301
Belgium;2019;215430;Slovakia;Otros productos con cacao;181346
Denmark;2019;1381;Slovakia;Otros productos con cacao;4877
Other;2019;3;Slovakia;Otros productos con cacao;36
Spain;2019;1;Slovakia;Otros productos con cacao;14
United States;2019;4;Slovakia;Otros productos con cacao;125
Estonia;2019;2;Slovakia;Otros productos con cacao;68
Finland;2019;4;Slovakia;Otros productos con cacao;78
France;2019;4409;Slovakia;Otros productos con cacao;44949
Greece;2019;3168;Slovakia;Otros productos con cacao;10861
Hungary;2019;63630;Slovakia;Otros productos con cacao;130531
India;2019;1;Slovakia;Otros productos con cacao;4
Israel;2019;50;Slovakia;Otros productos con cacao;255
Italy;2019;27555;Slovakia;Otros productos con cacao;194655
Lithuania;2019;663;Slovakia;Otros productos con cacao;6697
Luxembourg;2019;5;Slovakia;Otros productos con cacao;84
Netherlands;2019;14142;Slovakia;Otros productos con cacao;77862
Poland;2019;119208;Slovakia;Otros productos con cacao;358304
United Kingdom;2019;6;Slovakia;Otros productos con cacao;124
Czech Republic;2019;1112150;Slovakia;Otros productos con cacao;3315819
Romania;2019;621;Slovakia;Otros productos con cacao;9446
Serbia;2019;1857;Slovakia;Otros productos con cacao;6513
Sweden;2019;2;Slovakia;Otros productos con cacao;52
Germany;2020;24650;Slovakia;Cacao en grano;62422
Belgium;2020;96;Slovakia;Cacao en grano;1158
France;2020;2272270;Slovakia;Cacao en grano;7340114
Netherlands;2020;1506730;Slovakia;Cacao en grano;5772075
Peru;2020;3;Slovakia;Cacao en grano;46
United Kingdom;2020;3329866;Slovakia;Cacao en grano;8528179
Czech Republic;2020;3194;Slovakia;Cacao en grano;46099
Germany;2020;1;Slovakia;Cáscara, películas y demás desechos de cacao;48
Poland;2020;6;Slovakia;Cáscara, películas y demás desechos de cacao;107
Czech Republic;2020;18;Slovakia;Cáscara, películas y demás desechos de cacao;59
Germany;2020;430600;Slovakia;Otros productos con cacao;984520
Belgium;2020;410;Slovakia;Otros productos con cacao;1519
Italy;2020;20;Slovakia;Otros productos con cacao;103
Mexico;2020;24;Slovakia;Otros productos con cacao;360
Netherlands;2020;163240;Slovakia;Otros productos con cacao;502389
Czech Republic;2020;960;Slovakia;Otros productos con cacao;4445
Czech Republic;2020;50;Slovakia;Otros productos con cacao;266
Germany;2020;423721;Slovakia;Manteca, grasa y aceite de cacao;2242564
Austria;2020;7;Slovakia;Manteca, grasa y aceite de cacao;560
Belgium;2020;434;Slovakia;Manteca, grasa y aceite de cacao;5220
Other;2020;20;Slovakia;Manteca, grasa y aceite de cacao;111
France;2020;525573;Slovakia;Manteca, grasa y aceite de cacao;3057713
Italy;2020;196;Slovakia;Manteca, grasa y aceite de cacao;1897
Netherlands;2020;2461212;Slovakia;Manteca, grasa y aceite de cacao;13470106
Peru;2020;1;Slovakia;Manteca, grasa y aceite de cacao;0
Poland;2020;98065;Slovakia;Manteca, grasa y aceite de cacao;519315
United Kingdom;2020;136;Slovakia;Manteca, grasa y aceite de cacao;1397
Czech Republic;2020;2474;Slovakia;Manteca, grasa y aceite de cacao;28894
Sweden;2020;454270;Slovakia;Manteca, grasa y aceite de cacao;630330
Germany;2020;658650;Slovakia;Cacao en polvo;1000636
Australia;2020;2;Slovakia;Cacao en polvo;40
Austria;2020;179520;Slovakia;Cacao en polvo;451460
Belgium;2020;118876;Slovakia;Cacao en polvo;269478
Bulgaria;2020;2000;Slovakia;Cacao en polvo;5700
China;2020;1500;Slovakia;Cacao en polvo;4209
Colombia;2020;7;Slovakia;Cacao en polvo;0
Denmark;2020;3000;Slovakia;Cacao en polvo;6150
Spain;2020;19890;Slovakia;Cacao en polvo;48240
France;2020;17508;Slovakia;Cacao en polvo;41449
Guatemala;2020;72;Slovakia;Cacao en polvo;172
Hungary;2020;26757;Slovakia;Cacao en polvo;59356
Italy;2020;11384;Slovakia;Cacao en polvo;44681
Mexico;2020;2;Slovakia;Cacao en polvo;172
Norway;2020;1;Slovakia;Cacao en polvo;0
Netherlands;2020;925977;Slovakia;Cacao en polvo;1775761
Peru;2020;4;Slovakia;Cacao en polvo;39
Poland;2020;91602;Slovakia;Cacao en polvo;277271
United Kingdom;2020;376;Slovakia;Cacao en polvo;1825
Czech Republic;2020;96757;Slovakia;Cacao en polvo;383361
Romania;2020;17846;Slovakia;Cacao en polvo;44563
Serbia;2020;3000;Slovakia;Cacao en polvo;6585
Turkey;2020;85110;Slovakia;Cacao en polvo;189929
Germany;2020;296;Slovakia;Otros productos con cacao;2720
Australia;2020;1;Slovakia;Otros productos con cacao;15
Austria;2020;2984;Slovakia;Otros productos con cacao;11681
China;2020;1;Slovakia;Otros productos con cacao;89
Denmark;2020;190;Slovakia;Otros productos con cacao;1431
United States;2020;1;Slovakia;Otros productos con cacao;44
Italy;2020;1002;Slovakia;Otros productos con cacao;3785
Poland;2020;277;Slovakia;Otros productos con cacao;2266
Czech Republic;2020;295;Slovakia;Otros productos con cacao;2276
Germany;2020;129206;Slovakia;Otros productos con cacao;255190
Austria;2020;690;Slovakia;Otros productos con cacao;5280
Belgium;2020;1478;Slovakia;Otros productos con cacao;9580
United States;2020;1;Slovakia;Otros productos con cacao;8
Hungary;2020;19399;Slovakia;Otros productos con cacao;62538
Italy;2020;859;Slovakia;Otros productos con cacao;6427
Netherlands;2020;28042;Slovakia;Otros productos con cacao;169486
Poland;2020;768;Slovakia;Otros productos con cacao;1171
United Kingdom;2020;13;Slovakia;Otros productos con cacao;211
Czech Republic;2020;5533;Slovakia;Otros productos con cacao;20674
Romania;2020;11;Slovakia;Otros productos con cacao;80
Germany;2020;25974;Slovakia;Otros productos con cacao;72273
Austria;2020;80806;Slovakia;Otros productos con cacao;166541
Greece;2020;156;Slovakia;Otros productos con cacao;382
Hungary;2020;55488;Slovakia;Otros productos con cacao;156524
Poland;2020;816;Slovakia;Otros productos con cacao;1952
Czech Republic;2020;41061;Slovakia;Otros productos con cacao;89714
Germany;2020;47;Slovakia;Otros productos con cacao;629
Austria;2020;706;Slovakia;Otros productos con cacao;5062
United States;2020;2;Slovakia;Otros productos con cacao;58
Poland;2020;35040;Slovakia;Otros productos con cacao;56634
Czech Republic;2020;25;Slovakia;Otros productos con cacao;302
Romania;2020;11392;Slovakia;Otros productos con cacao;28447
Germany;2020;6311;Slovakia;Con contenido de Manteca de cacao;31529
Austria;2020;258;Slovakia;Con contenido de Manteca de cacao;1198
Belgium;2020;657961;Slovakia;Con contenido de Manteca de cacao;2673728
Bulgaria;2020;24278;Slovakia;Con contenido de Manteca de cacao;126599
United Arab Emirates;2020;2;Slovakia;Con contenido de Manteca de cacao;101
Spain;2020;9034;Slovakia;Con contenido de Manteca de cacao;44039
France;2020;261;Slovakia;Con contenido de Manteca de cacao;2571
Hungary;2020;74101;Slovakia;Con contenido de Manteca de cacao;220631
