centro_operacion,regional,unidad_negocio,condicion_pago,cupo_credito,max_prestamo,min_prestamo,max_pago,total_prestamos,total_pagado,debe,promedio_prestamos,promedio_pagado,promedio_debe,dias_promedio_pago,dias_mora_promedio,max_mora,min_mora,antiguedad,corriente,de_1_30,de_30_60,de_60_90,mayor_90,saldo_final,con_saldos_a_favor,sin_saldos_a_favor,porcentaje_h_pago_a_tiempo,porcentaje_h_1_30,porcentaje_h_30_60,porcentaje_h_60_90,porcentaje_h_mayor_90,porcentaje_total_h,mora_de_1_30,mora_de_30_60,mora_de_60_90,mora_mayor_90
BUENAVENTURA,DS,CIL,CTD,"1,00","14993750,00","1170,00","11418750,00","1065160474,44","1065160474,44","0,00","2548230,80","2548230,80","0,00",7,0,150,-45,3649,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","46,33","52,66","0,85","0,13","0,01","100,00",0,0,0,0
MANIZALES,DS,GRN,30D,"6100000,00","2689034,00","328240,58","1783494,72","98331723,33","98395536,54","-63813,21","697388,1087","697840,6846","-452,5759",18,-10,121,-30,1036,"0,00","0,00","0,00","0,00","-63813,21","-63813,21","-63813,21","0,00","83,72","5,34","1,58","8,57","0,76","100,00",0,0,0,0
BUCARAMANGA,DN,GRN,CTD,"5,00","431312,01","198500,00","299528,26","2499282,76","2499349,39","-66,63","166618,8506","166623,2926","-4,442",37,33,178,-5,1033,"0,00","0,00","0,00","0,00","-66,63","-66,63","-66,63","0,00","24,02","32,03","27,93","0,00","16,00","100,00",0,0,0,0
YUMBO,DS,CIL,CTD,"1,00","96653,25","78378,34","96653,25","428771,07","428771,07","0,00","85754,214","85754,214","0,00",50,49,254,-2,1033,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","80,36","0,00","0,00","0,00","19,63","100,00",0,0,0,0
PUERTO SALGAR,DC,GRN,CTD,"1,00","3600458,00","8332,50","1920577,50","11973974,90","12075673,00","-101698,10","748373,4312","754729,5625","-6356,1312",64,54,280,0,1033,"0,00","0,00","0,00","0,00","-101698,10","-101698,10","-101698,10","0,00","0,07","62,78","0,31","22,67","14,15","100,00",0,0,0,0
SIBERIA,DC,GRN,30D,"1200000,00","1707885,61","200491,70","973427,60","3582946,11","3582946,11","0,00","511849,4442","511849,4442","0,00",45,14,106,-4,925,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","56,25","30,49","0,00","0,00","13,24","100,00",0,0,0,0
SIBERIA,DC,ADM,05D,"652288,00","654480,56","652288,00","652288,00","1282650,35","1282650,35","0,00","641325,175","641325,175","0,00",231,228,462,-6,889,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","49,14","0,00","0,00","0,00","50,85","100,00",0,0,0,0
MANIZALES,DS,GRN,30D,"1400000,00","1135019,01","418000,00","972703,02","15643439,41","15146249,35","497190,06","579386,6448","560972,1981","18414,4466",80,54,685,-61,1032,"0,00","497190,06","0,00","0,00","0,00","497190,06","497190,06","497190,06","16,43","31,70","51,63","0,00","0,21","100,00",1,0,0,0
CUCUTA,DN,GRN,CTD,"1,00","686258,52","39,90","468334,21","777743,37","779024,87","-1281,50","25088,4958","25129,8345","-41,3387",94,96,501,0,738,"0,00","-1281,50","0,00","0,00","0,00","-1281,50","-1281,50","0,00","11,31","79,04","0,05","0,13","9,44","100,00",0,0,0,0
BELLO,DS,GRN,CTD,"0,00","1005989,00","10000,00","1005989,00","14309870,00","14309870,00","0,00","275189,8076","275189,8076","0,00",26,31,669,0,1871,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","3,00","83,49","7,88","2,75","2,86","100,00",0,0,0,0
BELLO,DS,ADM,CTD,"0,00","1260000,00","6725,00","1260000,00","34047850,00","32864750,00","1183100,00","642412,2641","620089,6226","22322,6415",17,16,88,0,716,"0,00","1190900,00","-1075,00","0,00","-6725,00","1183100,00","1183100,00","1190900,00","23,52","65,29","5,64","5,53","0,00","100,00",1,0,0,0
BARRANQUILLA,DN,CIL,CTD,"0,00","180000,00","133000,00","180000,00","313000,00","313000,00","0,00","156500,00","156500,00","0,00",3,3,6,1,1023,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
PITALITO,DC,GRN,CTD,"0,00","371862,00","371862,00","371862,00","371862,00","371862,00","0,00","371862,00","371862,00","0,00",5,5,5,5,1022,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
PITALITO,DC,GRN,CTD,"0,00","500000,00","5000,00","500000,00","1203881,00","1209122,00","-5241,00","240776,20","241824,40","-1048,20",21,21,66,2,1022,"0,00","0,00","-5241,00","0,00","0,00","-5241,00","-5241,00","0,00","0,00","65,10","0,00","34,89","0,00","100,00",0,0,0,0
YUMBO,DS,GRN,CTD,"0,00","444653,23","336,00","300000,00","503224,19","516457,29","-13233,10","18637,9329","19128,0477","-490,1148",57,57,197,0,1019,"0,00","-459,00","-4622,00","-3095,00","-5057,10","-13233,10","-13233,10","0,00","1,01","3,84","63,31","1,98","29,83","100,00",0,0,0,0
CUCUTA,DN,GRN,30D,"0,00","8705484,34","2000,54","5177284,34","120449681,77","120449681,77","0,00","1649995,6406","1649995,6406","0,00",16,-12,29,-29,1019,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","99,22","0,77","0,00","0,00","0,00","100,00",0,0,0,0
BUCARAMANGA,DN,GRN,05D,"500000,00","588351,84","25200,00","400000,00","10467948,77","10484546,48","-16597,71","171605,7175","171877,8111","-272,0936",23,21,177,-5,1019,"0,00","-16597,71","0,00","0,00","0,00","-16597,71","-16597,71","0,00","15,79","65,84","14,14","2,97","1,24","100,00",0,0,0,0
MANIZALES,DS,CIL,CTD,"0,00","138040,00","52990,70","138040,00","191030,70","191030,70","0,00","95515,35","95515,35","0,00",0,7,14,1,247,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
BUCARAMANGA,DN,ADM,CTD,"0,00","2000000,00","1200000,00","2000000,00","15400000,00","15400000,00","0,00","1400000,00","1400000,00","0,00",10,7,27,-21,1018,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","72,72","27,27","0,00","0,00","0,00","100,00",0,0,0,0
SIBERIA,DC,ADM,CTD,"0,00","1800000,00","112900,01","1800000,00","26802416,01","26802442,00","-25,99","687241,4361","687242,1025","-0,6664",18,18,77,0,1018,"0,00","0,00","0,00","0,00","-25,99","-25,99","-25,99","0,00","40,22","19,55","40,22","0,00","0,00","100,00",0,0,0,0
VILLANUEVA,DC,ADM,CTD,"0,00","800000,00","106,00","800000,00","4288673,08","4288673,08","0,00","56429,9089","56429,9089","0,00",8,8,42,0,1018,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","50,00","49,08","0,91","0,00","0,00","100,00",0,0,0,0
SIBERIA,DC,GRN,15D,"1500000,00","1815850,00","9632,00","1815850,00","8749751,16","8416884,32","332866,84","486097,2866","467604,6844","18492,6022",17,4,86,-13,1017,"0,00","0,00","0,00","0,00","332866,84","332866,84","332866,84","332866,84","44,59","50,69","0,00","4,71","0,00","100,00",0,0,0,1
SIBERIA,DC,ADM,CTD,"1,00","1815850,00","1815850,00","1815850,00","1815850,00","1815850,00","0,00","1815850,00","1815850,00","0,00",1,-5,-5,-5,562,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
PITALITO,DC,GRN,CTD,"0,00","646320,36","7159,00","404346,00","8610086,00","8629226,00","-19140,00","205002,0476","205457,7619","-455,7142",19,19,109,0,1017,"0,00","0,00","-19140,00","0,00","0,00","-19140,00","-19140,00","0,00","8,21","74,53","0,00","10,97","6,27","100,00",0,0,0,0
BUENAVENTURA,DS,CIL,CTD,"0,00","229770,00","93,00","227472,30","709740,90","709740,90","0,00","88717,6125","88717,6125","0,00",54,54,207,1,1017,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","99,01","0,00","0,00","0,98","100,00",0,0,0,0
YUMBO,DS,GRN,CTD,"300000,00","136299,02","276,52","135620,24","4370578,63","4370578,63","0,00","62436,8375","62436,8375","0,00",42,39,380,-6,3947,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","82,42","11,75","1,78","0,00","4,03","100,00",0,0,0,0
CARTAGENA,DN,ADM,CTD,"0,00","2000000,00","8000,00","2000000,00","39604449,44","38295729,45","1308719,99","542526,7046","524599,0335","17927,671",19,29,253,0,1015,"0,00","0,00","1332719,99","0,00","-24000,00","1308719,99","1308719,99","1332719,99","26,00","36,05","30,29","4,23","3,41","100,00",0,1,0,0
MANIZALES,DS,ADM,CTD,"0,00","1500000,00","814000,00","1500000,00","6628000,00","6628000,00","0,00","946857,1428","946857,1428","0,00",9,9,29,0,1015,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","50,00","50,00","0,00","0,00","0,00","100,00",0,0,0,0
SIBERIA,DC,GRN,CTD,"1,00","1031268,00","1031268,00","513985,50","513985,50","513985,50","0,00","513985,50","513985,50","0,00",17,-14,-14,-14,1015,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
SIBERIA,DC,ADM,30D,"1,00","891028,02","891028,02","858192,82","858192,82","858192,82","0,00","858192,82","858192,82","0,00",168,137,137,137,889,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","100,00",0,0,0,0
PUERTO SALGAR,DC,GRN,08D,"3000000,00","2913744,37","808773,25","1338842,62","11777440,03","10971888,98","805551,05","981453,3358","914324,0816","67129,2541",38,30,121,-7,1015,"805551,05","0,00","0,00","0,00","0,00","0,00","805551,05","805551,05","25,15","17,63","41,48","7,72","8,00","100,00",0,0,0,0
CARTAGENA,DN,GRN,30D,"74200000,00","62371216,00","29809262,00","42806151,00","163652184,00","163652184,00","0,00","32730436,80","32730436,80","0,00",85,55,100,30,1015,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","20,66","48,38","18,99","11,95","100,00",0,0,0,0
CARTAGENA,DN,ADM,30D,"1,00","32715600,00","3481664,60","31510000,00","73293088,93","73293088,93","0,00","12215514,8216","12215514,8216","0,00",80,49,87,31,987,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","95,70","4,29","0,00","100,00",0,0,0,0
BARRANQUILLA,DN,CIL,30D,"2000000,00","1082951,18","177371,34","1044249,70","61855548,66","60531174,36","1324374,30","519794,5265","508665,3307","11129,1957",36,6,230,-25,4319,"1324374,30","0,00","0,00","0,00","0,00","0,00","1324374,30","1324374,30","27,53","69,74","2,71","0,00","0,00","100,00",0,0,0,0
CUCUTA,DN,GRN,CTD,"0,00","560516,50","0,04","58457,57","61602,51","61602,51","0,00","15400,6275","15400,6275","0,00",335,335,549,0,1011,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","99,99","100,00",0,0,0,0
MANIZALES,DS,CIL,CTD,"0,00","1344000,00","86500,00","1344000,00","1430500,00","1430500,00","0,00","715250,00","715250,00","0,00",1,1,1,1,247,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","6,04","93,95","0,00","0,00","0,00","100,00",0,0,0,0
SIBERIA,DC,GRN,CTD,"0,00","131700,00","131700,00","131700,00","131700,00","131700,00","0,00","131700,00","131700,00","0,00",308,308,308,308,1010,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","100,00",0,0,0,0
SIBERIA,DC,ADM,30D,"640000,00","641503,09","641503,09","639354,00","639354,00","639354,00","0,00","639354,00","639354,00","0,00",281,250,250,250,932,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","100,00",0,0,0,0
BARRANQUILLA,DN,CIL,30D,"8000000,00","3593524,40","3234171,96","2503593,90","4756828,41","4756828,41","0,00","2378414,205","2378414,205","0,00",66,35,40,31,4015,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","100,00",0,0,0,0
SIBERIA,DC,GRN,30D,"5000000,00","18214821,30","18214821,30","0,00","7791030,98","0,00","7791030,98","7791030,98","0,00","7791030,98",NULL,NULL,NULL,NULL,137,"7791030,98","0,00","0,00","0,00","0,00","0,00","7791030,98","7791030,98","0,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
SIBERIA,DC,GRN,05D,"385000,00","593846,77","205928,00","415702,48","3683731,04","3376904,17","306826,87","334884,64","306991,2881","27893,3518",37,34,182,-4,1009,"0,00","306826,87","0,00","0,00","0,00","306826,87","306826,87","306826,87","44,36","20,15","9,62","19,75","6,09","100,00",1,0,0,0
MANIZALES,DS,CIL,CTD,"1,00","182462,94","140980,00","181554,26","498693,92","498693,92","0,00","166231,3066","166231,3066","0,00",10,-20,-1,-31,1008,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
OFICINA CENTRAL,OC,ADM,08D,"0,00","1400000,00","244800,00","1400000,00","68093614,00","68093614,00","0,00","840661,9012","840661,9012","0,00",17,9,41,-30,2656,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","35,36","51,01","13,62","0,00","0,00","100,00",0,0,0,0
MORELIA,DC,CIL,CTD,"0,00","395900,00","5040,00","395900,00","2739240,00","2739240,00","0,00","228270,00","228270,00","0,00",90,90,111,8,1008,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,18","6,08","12,48","81,24","100,00",0,0,0,0
SIBERIA,DC,ADM,CTD,"0,00","2008000,00","339900,00","2008000,00","89356000,00","89353200,00","2800,00","1595642,8571","1595592,8571","50,00",20,20,91,0,836,"0,00","0,00","2800,00","0,00","0,00","2800,00","2800,00","2800,00","29,78","35,14","35,06","0,00","0,00","100,00",0,1,0,0
MANIZALES,DS,GRN,CTD,"0,00","20000,00","1273,56","20000,00","21273,56","21273,56","0,00","10636,78","10636,78","0,00",89,59,90,29,1005,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","94,01","0,00","5,98","0,00","100,00",0,0,0,0
PUERTO SALGAR,DC,GRN,05D,"3000000,00","1394533,24","10000,00","787147,19","18191484,82","14196280,26","3995204,56","324847,9432","253505,0046","71342,9385",42,40,316,-8,843,"494314,20","-130476,50","1949832,60","972420,00","709114,26","3500890,36","3995204,56","4125681,06","10,51","73,16","10,16","0,00","6,15","100,00",0,1,1,1
BUCARAMANGA,DN,GRN,05D,"800000,00","2113446,65","1,00","1433487,59","24425557,21","24425556,61","0,60","718398,7414","718398,7238","0,0176",10,5,54,-4,1003,"1242085,60","-1242085,00","0,00","0,00","0,00","-1242085,00","0,60","1242085,60","38,86","54,95","6,18","0,00","0,00","100,00",0,0,0,0
CUCUTA,DN,ADM,30D,"1,00","3602013,00","3602013,00","3602013,00","3602013,00","3602013,00","0,00","3602013,00","3602013,00","0,00",12,-19,-19,-19,991,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
POPAYAN,DS,CIL,30D,"2500000,00","246279,64","50000,00","234175,59","284175,59","284175,59","0,00","142087,795","142087,795","0,00",0,20,71,-30,3644,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
SIBERIA,DC,GRN,01D,"1,00","788291,38","24072,35","260539,05","1247738,67","739465,16","508273,51","207956,445","123244,1933","84712,2516",36,35,139,0,1002,"0,00","0,00","0,00","0,00","508273,51","508273,51","508273,51","508273,51","28,85","67,56","0,00","0,00","3,57","100,00",0,0,0,1
BUCARAMANGA,DN,CIL,CTD,"1,00","1538000,00","32000,00","1538000,00","4429316,01","4454785,90","-25469,89","738219,335","742464,3166","-4244,9816",138,137,237,-2,1001,"0,00","0,00","0,00","0,00","-25469,89","-25469,89","-25469,89","0,00","21,20","0,00","0,00","0,00","78,79","100,00",0,0,0,0
CARTAGENA,DN,ADM,30D,"1,00","500340,92","498665,00","481902,90","498665,00","498665,00","0,00","249332,50","249332,50","0,00",4,-11,0,-23,890,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
SIBERIA,DC,GRN,30D,"600000,00","352735,92","53212,00","223756,02","2454882,66","2295841,86","159040,80","116899,1742","109325,8028","7573,3714",42,12,69,-17,1001,"159040,80","0,00","0,00","0,00","0,00","0,00","159040,80","159040,80","52,88","37,33","7,42","2,36","0,00","100,00",0,0,0,0
SIBERIA,DC,GRN,30D,"400000,00","675542,40","83633,20","460139,40","543356,10","543356,10","0,00","271678,05","271678,05","0,00",30,0,1,-2,1001,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","84,68","15,31","0,00","0,00","0,00","100,00",0,0,0,0
BELLO,DS,GRN,30D,"200000,00","76523,00","50110,00","76523,00","154045,40","76523,00","77522,40","51348,4666","25507,6666","25840,80",49,39,39,39,149,"0,00","77522,40","0,00","0,00","0,00","77522,40","77522,40","77522,40","0,00","0,00","100,00","0,00","0,00","100,00",1,0,0,0
SIBERIA,DC,GRN,30D,"2500000,00","984934,71","627989,88","599226,89","12326196,25","11448625,26","877570,99","456525,787","424023,1577","32502,6292",10,-18,3,-30,996,"427917,89","449653,10","0,00","0,00","0,00","449653,10","877570,99","877570,99","97,42","2,57","0,00","0,00","0,00","100,00",1,0,0,0
SIBERIA,DC,GRN,CTD,"0,00","1366100,00","22000,00","1366100,00","1565100,00","1682620,00","-117520,00","223585,7142","240374,2857","-16788,5714",0,0,3,0,991,"0,00","0,00","0,00","0,00","-117520,00","-117520,00","-117520,00","0,00","12,71","87,28","0,00","0,00","0,00","100,00",0,0,0,0
PUERTO SALGAR,DC,ADM,CTD,"0,00","99121,00","90,00","99121,00","6686158,24","6686158,24","0,00","41272,5817","41272,5817","0,00",7,7,39,0,994,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","50,00","49,81","0,18","0,00","0,00","100,00",0,0,0,0
BUCARAMANGA,DN,ADM,CTD,"0,00","1500000,00","98000,00","1500000,00","12419420,00","12419420,00","0,00","730554,1176","730554,1176","0,00",12,11,43,0,994,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
BARRANQUILLA,DN,ADM,CTD,"0,00","900000,00","25000,00","900000,00","1895000,00","1895000,00","0,00","379000,00","379000,00","0,00",4,4,23,0,994,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
POPAYAN,DS,ADM,NULL,"0,00","300000,00","5000,00","300000,00","5320998,26","5020998,26","300000,00","55427,0652","52302,0652","3125,00",8,8,44,0,654,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","50,00","46,08","3,91","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,CIL,CTD,"0,00","663552,00","663552,00","663552,00","663552,00","663552,00","0,00","663552,00","663552,00","0,00",0,0,0,0,921,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,CIL,01D,"1,00","137128,00","137128,00","137128,00","137128,00","137128,00","0,00","137128,00","137128,00","0,00",0,0,0,0,921,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,CIL,CTD,"0,00","2555696,00","54921,97","1277848,00","3652967,94","3652967,94","0,00","730593,588","730593,588","0,00",0,0,2,0,855,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","36,48","63,51","0,00","0,00","0,00","100,00",0,0,0,0
BUCARAMANGA,DN,GRN,05D,"500000,00","1246364,28","200000,00","843570,00","17603420,16","17607223,69","-3803,53","463247,8989","463347,9918","-100,0928",33,31,174,-6,990,"0,00","-256,30","-3547,23","0,00","0,00","-3803,53","-3803,53","0,00","20,64","39,17","11,84","24,52","3,80","100,00",0,0,0,0
MANIZALES,DS,GRN,CTD,"0,00","12390,00","12390,00","12390,00","12390,00","12390,00","0,00","12390,00","12390,00","0,00",10,-20,-20,-20,990,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
BELLO,DS,CIL,CTD,"0,00","95132,00","95132,00","95132,00","95036,87","95132,00","-95,13","95036,87","95132,00","-95,13",NULL,NULL,NULL,NULL,3185,"0,00","0,00","0,00","0,00","-95,13","-95,13","-95,13","0,00","0,00","0,00","0,00","0,00","0,00","100,00",0,0,0,0
BELLO,DS,CIL,08D,"800000,00","1115654,30","22996,00","1081242,67","10848568,10","10848568,10","0,00","452023,6708","452023,6708","0,00",18,10,91,-7,989,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","30,84","66,55","2,33","0,00","0,26","100,00",0,0,0,0
CAUCASIA,DN,CIL,30D,"1000000,00","474123,04","218500,52","465294,24","10540169,60","10124186,00","415983,60","340005,4709","326586,6451","13418,8258",30,4,199,-29,981,"415983,60","0,00","0,00","0,00","0,00","0,00","415983,60","415983,60","82,68","15,16","2,14","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,GRN,CTD,"1,00","5033773,80","810,00","3175950,00","57160579,08","57173264,35","-12685,27","1190845,3975","1191109,6739","-264,2764",20,16,155,-6,989,"0,00","-3240,00","-2760,00","-1685,00","-5000,27","-12685,27","-12685,27","0,00","54,55","42,54","0,06","2,54","0,28","100,00",0,0,0,0
YUMBO,DS,CIL,30D,"20000000,00","9365362,20","32261,53","9318721,95","365202860,01","357451475,15","7751384,86","2051701,4607","2008154,3547","43547,1059",35,5,66,-30,3329,"7751384,86","0,00","0,00","0,00","0,00","0,00","7751384,86","7751384,86","17,75","82,24","0,00","0,00","0,00","100,00",0,0,0,0
YUMBO,DS,GRN,30D,"0,00","2550290,02","54923,88","2518484,99","106410273,21","106410273,21","0,00","190018,345","190018,345","0,00",36,6,109,-30,3335,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","17,69","79,48","2,71","0,00","0,10","100,00",0,0,0,0
YUMBO,DS,GRN,15D,"18300000,00","30361021,30","174000,00","17330626,99","384559762,30","384559762,30","0,00","6517962,0728","6517962,0728","0,00",20,5,48,-16,3742,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","23,48","74,18","2,33","0,00","0,00","100,00",0,0,0,0
SIBERIA,DC,CIL,CTD,"1,00","1751250,00","1751250,00","1751250,00","1751250,00","1751250,00","0,00","1751250,00","1751250,00","0,00",37,34,34,34,519,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","100,00",0,0,0,0
CARTAGENA,DN,GRN,30D,"2000000,00","740959,20","135896,40","705194,00","23077508,34","21809667,45","1267840,89","307700,1112","290795,566","16904,5452",37,8,242,-27,983,"447571,98","820268,91","0,00","0,00","0,00","820268,91","1267840,89","1267840,89","26,06","66,48","4,89","1,19","1,36","100,00",1,0,0,0
YUMBO,DS,GRN,60D,"69000000,00","18704425,82","332236,44","11121147,00","771124677,91","747350994,71","23773683,20","3047923,6281","2953956,5008","93967,1272",78,18,84,-56,3075,"21834054,30","1939628,90","0,00","0,00","0,00","1939628,90","23773683,20","23773683,20","9,92","67,34","20,97","1,75","0,00","100,00",1,0,0,0
YUMBO,DS,ADM,60D,"6656590,00","20142299,38","1257461,10","20142299,38","36584620,11","36584620,11","0,00","7316924,022","7316924,022","0,00",82,21,58,8,1572,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","82,41","17,58","0,00","0,00","100,00",0,0,0,0
SIBERIA,DC,GRN,30D,"700000,00","411113,86","69894,46","322876,80","5492950,97","4804653,95","688297,02","156941,4562","137275,8271","19665,6291",68,38,342,-22,983,"255488,26","0,00","0,00","317112,57","115696,19","432808,76","688297,02","688297,02","14,87","44,71","22,95","4,52","12,93","100,00",0,0,1,1
SIBERIA,DC,PPD,30D,"2200000,00","24991482,87","3826403,28","12511793,76","61297899,22","20196703,33","41101195,89","5572536,2927","1836063,939","3736472,3536",134,103,158,36,982,"0,00","0,00","0,00","4993983,11","36107212,78","41101195,89","41101195,89","41101195,89","0,00","0,00","28,11","0,00","71,88","100,00",0,0,1,1
SANTA ROSA DE OSOS,DS,CIL,15D,"10000000,00","10918800,00","74412,00","8055600,00","845205332,09","845205332,09","0,00","3394398,924","3394398,924","0,00",16,3,1164,-42,3374,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","91,52","7,19","0,00","0,00","1,28","100,00",0,0,0,0
YUMBO,DS,GRN,30D,"47200000,00","25030577,00","50376,72","22197580,00","1178150393,82","1102529763,69","75620630,13","1915691,6972","1792731,323","122960,3741",53,23,359,-31,4409,"19447699,24","23979598,00","23137945,61","0,00","9055387,28","56172930,89","75620630,13","75620630,13","3,38","77,84","16,53","1,58","0,65","100,00",1,1,0,1
PUERTO SALGAR,DC,GRN,30D,"16800000,00","37537387,00","156450,20","5016594,89","570915054,89","570915054,89","0,00","1514363,5408","1514363,5408","0,00",52,21,49,-31,4409,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,89","83,09","15,00","0,00","0,00","100,00",0,0,0,0
PUERTO SALGAR,DC,GRN,30D,"0,00","5331480,16","323940,60","3254282,46","45254302,39","45254302,39","0,00","887339,2625","887339,2625","0,00",53,22,52,1,4397,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","83,10","16,89","0,00","0,00","100,00",0,0,0,0
BUCARAMANGA,DN,GRN,30D,"80600000,00","31262663,52","84170,34","15687676,62","1126856147,03","1082902115,06","43954031,97","3112862,2846","2991442,3067","121419,9778",58,30,259,-30,3853,"15776777,43","17897124,96","10280129,58","0,00","0,00","28177254,54","43954031,97","43954031,97","0,86","63,02","28,10","3,03","4,97","100,00",1,1,0,0
MANIZALES,DS,GRN,30D,"2700000,00","3064750,84","398039,40","1981077,72","9496264,81","9496264,81","0,00","949626,481","949626,481","0,00",50,19,31,11,3623,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","87,73","12,26","0,00","0,00","100,00",0,0,0,0
SINCELEJO,DN,GRN,30D,"0,00","3413340,00","3286530,00","1437345,00","2815155,00","2815155,00","0,00","1407577,50","1407577,50","0,00",63,32,47,17,2493,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","51,05","48,94","0,00","0,00","100,00",0,0,0,0
CARTAGENA,DN,GRN,30D,"2900000,00","26294672,00","403790,73","3923613,39","31683281,84","30979761,26","703520,58","880091,1622","860548,9238","19542,2383",57,29,99,-28,1764,"892051,86","0,00","0,00","0,00","-188531,28","-188531,28","703520,58","892051,86","0,61","54,60","35,42","5,57","3,77","100,00",0,0,0,0
CHIQUINQUIRA,DC,GRN,30D,"0,00","8399959,96","3051620,16","4335350,24","13464422,73","13464422,73","0,00","2244070,455","2244070,455","0,00",53,22,26,18,1687,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
PUERTO SALGAR,DC,GRN,30D,"0,00","5270755,20","814452,69","2328532,94","13123733,36","13123733,36","0,00","1458192,5955","1458192,5955","0,00",49,18,28,9,1540,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","100,00","0,00","0,00","0,00","100,00",0,0,0,0
